id,cattle_id,heat_date,allows_mounting,vaginal_discharge,vulva_swelling,comportamiento,was_inseminated,insemination_date,pregnancy_confirmed,created_at,updated_at
8f5c664d-73ed-4070-a178-8cf7d2fcab50,508570c8-a218-4761-9402-bba87740b874,2025-08-30,False,seco,leve,lame_genitales,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
6dae430d-9142-4cfd-bff2-209a2b923d81,508570c8-a218-4761-9402-bba87740b874,2025-09-19,True,cristalino,normal,inquietud,True,2025-09-19,False,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
da736421-5bfe-4825-b522-12e62813b508,508570c8-a218-4761-9402-bba87740b874,2025-10-09,True,seco,alta,lame_genitales,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
980052d8-68fe-4c24-8437-5c9e6beb8e3f,508570c8-a218-4761-9402-bba87740b874,2025-10-27,False,cristalino,leve,mugido,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
82984aa6-ba5e-4970-9841-4b0b9f9cc0d6,508570c8-a218-4761-9402-bba87740b874,2025-11-13,False,cristalino,alta,inquietud,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
c2c1a1ea-159d-4e58-bc0c-2f078e95d228,508570c8-a218-4761-9402-bba87740b874,2025-12-04,True,turbio,normal,mugido,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
2874a973-da39-4df5-b298-9fb42957bb5c,67bbce36-2be7-40e8-b67d-99a33081b348,2025-03-12,True,cristalino,normal,mugido,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
d153adee-60f9-4ae4-9163-77ad0e4ec790,67bbce36-2be7-40e8-b67d-99a33081b348,2025-03-30,False,seco,alta,inquietud,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
fe95fc8f-caca-4b66-a084-670cfb053f5f,67bbce36-2be7-40e8-b67d-99a33081b348,2025-04-20,False,seco,leve,inquietud,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
b0422578-a15c-4f02-b79a-df6fb0bf505a,67bbce36-2be7-40e8-b67d-99a33081b348,2025-05-09,True,seco,leve,inquietud,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
a3038e79-5420-4580-8614-a5f8930e877a,67bbce36-2be7-40e8-b67d-99a33081b348,2025-05-26,False,turbio,normal,mugido,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
ba4704b5-36e2-436a-83a2-5380b899fff4,67bbce36-2be7-40e8-b67d-99a33081b348,2025-06-13,True,cristalino,alta,nerviosismo,True,2025-06-13,True,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
9f93a49e-4d5a-4cd7-92ea-7530fc3723e8,67bbce36-2be7-40e8-b67d-99a33081b348,2025-07-04,True,seco,alta,inquietud,True,2025-07-04,True,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
6fef3645-2736-4c48-8c90-57826952190e,67bbce36-2be7-40e8-b67d-99a33081b348,2025-07-25,False,turbio,alta,lame_genitales,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
2f8017e8-e6ca-49d6-939f-99811af703b5,67bbce36-2be7-40e8-b67d-99a33081b348,2025-08-11,False,seco,leve,nerviosismo,True,2025-08-11,True,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
f946d486-9d58-4fd4-b2c2-fc0cdbed15b4,67bbce36-2be7-40e8-b67d-99a33081b348,2025-08-28,False,turbio,normal,olfatea,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
fedcb3d6-4265-4068-b999-17a0ebde8e30,67bbce36-2be7-40e8-b67d-99a33081b348,2025-09-14,True,cristalino,leve,monta_a_otras,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
8ae5a548-cd9a-49d6-b30c-52d7bf3f1b93,67bbce36-2be7-40e8-b67d-99a33081b348,2025-10-02,False,cristalino,leve,nerviosismo,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
8a400abe-d609-463e-aa14-45ba77ab159d,67bbce36-2be7-40e8-b67d-99a33081b348,2025-10-20,True,cristalino,leve,mugido,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
b2de7443-dd2f-4282-9da4-1a02a9177cc6,67bbce36-2be7-40e8-b67d-99a33081b348,2025-11-06,False,turbio,normal,inquietud,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
b557156c-68f8-4b6c-afed-970f71cf2608,67bbce36-2be7-40e8-b67d-99a33081b348,2025-11-23,True,seco,normal,lame_genitales,True,2025-11-23,True,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
83466e9c-d7a1-404d-86b3-4624071f0841,67bbce36-2be7-40e8-b67d-99a33081b348,2025-12-12,False,turbio,alta,olfatea,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
1dcf037c-5774-4cd0-b270-c369ce739706,38e96986-1713-4692-8a2d-9ba71af46f39,2025-05-27,False,cristalino,alta,nerviosismo,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
e3120635-1de1-41f6-bad4-f14a67d61f62,38e96986-1713-4692-8a2d-9ba71af46f39,2025-06-16,False,cristalino,normal,mugido,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
99d42ed9-3031-49a3-86e5-b756dca8da29,38e96986-1713-4692-8a2d-9ba71af46f39,2025-07-06,False,seco,normal,lame_genitales,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
84255836-25e5-4744-b58a-ddfc56724229,38e96986-1713-4692-8a2d-9ba71af46f39,2025-07-27,False,seco,alta,inquietud,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
46e2ce54-847e-4dbb-99ff-c3ae629d571f,38e96986-1713-4692-8a2d-9ba71af46f39,2025-08-16,False,cristalino,leve,inquietud,True,2025-08-16,True,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
44ef7eca-c7b6-4a6b-b577-1c7fb2bfe5d7,38e96986-1713-4692-8a2d-9ba71af46f39,2025-09-06,False,cristalino,alta,olfatea,True,2025-09-06,False,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
4399c751-230a-43e4-959c-8c7b42fa3368,38e96986-1713-4692-8a2d-9ba71af46f39,2025-09-29,True,seco,normal,monta_a_otras,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
f7f086f2-1f2d-4346-8ff4-f13b5dcfcdd7,38e96986-1713-4692-8a2d-9ba71af46f39,2025-10-20,False,turbio,leve,mugido,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
ac21eefc-710a-474a-a62d-0ef43c5b760a,38e96986-1713-4692-8a2d-9ba71af46f39,2025-11-10,False,turbio,alta,lame_genitales,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
dbd37595-021d-4d14-9c32-608b63440cbc,38e96986-1713-4692-8a2d-9ba71af46f39,2025-12-02,False,cristalino,leve,inquietud,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
a9252b2a-9b2f-4704-8aa6-dcc2966ceb18,74996de8-8432-43f9-96f1-28408dc0f8f4,2025-05-12,True,turbio,normal,olfatea,True,2025-05-12,True,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
e0bb9515-af6e-4ab0-af33-4d85b5f51de1,74996de8-8432-43f9-96f1-28408dc0f8f4,2025-06-02,False,turbio,normal,lame_genitales,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
bd831585-3ab6-4b70-8761-537db44ba640,74996de8-8432-43f9-96f1-28408dc0f8f4,2025-06-21,False,cristalino,normal,mugido,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
c40e8b48-6bf4-4c5b-a7ba-8e9fb5522428,74996de8-8432-43f9-96f1-28408dc0f8f4,2025-07-10,True,seco,alta,mugido,True,2025-07-10,False,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
6346c2a2-f559-4ed9-86bb-c9eb4598b937,74996de8-8432-43f9-96f1-28408dc0f8f4,2025-08-02,False,cristalino,normal,inquietud,True,2025-08-02,True,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
33738abb-2cc6-421d-a60b-b3e417221dae,74996de8-8432-43f9-96f1-28408dc0f8f4,2025-08-22,False,seco,leve,mugido,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
06f18410-af0f-4062-8a6f-2c6abae63350,74996de8-8432-43f9-96f1-28408dc0f8f4,2025-09-13,False,cristalino,leve,monta_a_otras,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
531426fa-b328-4dab-bc47-1f6bb9a1a0e6,74996de8-8432-43f9-96f1-28408dc0f8f4,2025-10-05,True,turbio,leve,nerviosismo,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
4604697b-1a1a-4b5d-b955-566d2d074d1a,74996de8-8432-43f9-96f1-28408dc0f8f4,2025-10-26,True,cristalino,leve,inquietud,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
bb4c99a9-1ae0-4a4c-ae2b-3fb98e61409d,74996de8-8432-43f9-96f1-28408dc0f8f4,2025-11-17,True,turbio,alta,olfatea,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
216803db-3e28-45f0-81c3-d176b31642e4,74996de8-8432-43f9-96f1-28408dc0f8f4,2025-12-07,True,cristalino,normal,inquietud,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
7bea8211-b8f2-47be-ba3f-19efdc21738d,c4356576-30bd-4936-bc43-4baf2b98de07,2025-02-13,True,turbio,leve,lame_genitales,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
fc73dcd2-8fc0-4f91-abf9-5e7e28089665,c4356576-30bd-4936-bc43-4baf2b98de07,2025-03-09,True,cristalino,leve,monta_a_otras,True,2025-03-09,True,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
c4c73899-decf-4774-88ff-d1d3c91c145a,c4356576-30bd-4936-bc43-4baf2b98de07,2025-04-01,True,turbio,leve,lame_genitales,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
4cc344d2-5313-4e43-8f8f-4d8f2bfb5828,c4356576-30bd-4936-bc43-4baf2b98de07,2025-04-22,True,seco,normal,inquietud,True,2025-04-22,False,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
9a4a2a80-fae7-4a41-b5d1-0b14996089aa,c4356576-30bd-4936-bc43-4baf2b98de07,2025-05-14,False,seco,alta,olfatea,True,2025-05-14,False,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
3c63df40-ef7f-4edb-a8f5-7ee2fafcb37c,c4356576-30bd-4936-bc43-4baf2b98de07,2025-06-08,False,cristalino,leve,olfatea,True,2025-06-08,True,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
a26b8ec5-4f1c-45b6-a819-ee9042d8d5be,c4356576-30bd-4936-bc43-4baf2b98de07,2025-07-03,True,cristalino,normal,nerviosismo,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
df484c33-7d9a-47b8-83a0-930b715ba61f,c4356576-30bd-4936-bc43-4baf2b98de07,2025-07-28,True,cristalino,normal,lame_genitales,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
c6ecfa79-8ea2-4e4e-a34d-e292897a5863,c4356576-30bd-4936-bc43-4baf2b98de07,2025-08-19,True,seco,alta,nerviosismo,True,2025-08-19,True,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
445bc476-cf41-4ebe-a4d7-4e41bcf921ff,c4356576-30bd-4936-bc43-4baf2b98de07,2025-09-10,False,turbio,leve,mugido,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
b279af92-a7f7-4bd8-8bb5-08ed0804b86d,c4356576-30bd-4936-bc43-4baf2b98de07,2025-10-03,False,turbio,normal,mugido,True,2025-10-03,True,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
2f777f66-01f0-403c-ae54-525121fcc639,c4356576-30bd-4936-bc43-4baf2b98de07,2025-10-25,True,cristalino,alta,lame_genitales,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
a8188884-9960-4227-a68d-37517c1b55fe,c4356576-30bd-4936-bc43-4baf2b98de07,2025-11-16,True,seco,leve,nerviosismo,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
4a81c0d1-388d-46c9-b254-36d9cc92fa73,c4356576-30bd-4936-bc43-4baf2b98de07,2025-12-07,True,seco,alta,lame_genitales,True,2025-12-07,True,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
e498353b-c050-4acb-b458-63788138ab9f,a297b7d3-6cea-4ed4-b2e6-fc1e2dd90f4a,2025-02-03,True,turbio,alta,olfatea,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
3060784e-b222-4a9c-aa45-608459e91ea8,a297b7d3-6cea-4ed4-b2e6-fc1e2dd90f4a,2025-02-26,False,turbio,normal,mugido,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
3ea863b0-0fdf-4066-b340-1cd61dd25b35,a297b7d3-6cea-4ed4-b2e6-fc1e2dd90f4a,2025-03-22,True,cristalino,leve,nerviosismo,True,2025-03-22,False,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
13806ffa-2015-4073-a83d-aa3128d64b96,a297b7d3-6cea-4ed4-b2e6-fc1e2dd90f4a,2025-04-15,True,turbio,alta,nerviosismo,True,2025-04-15,True,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
27ca9ebb-f7cc-4e08-b0dd-2c7fb105d364,a297b7d3-6cea-4ed4-b2e6-fc1e2dd90f4a,2025-05-07,False,cristalino,alta,lame_genitales,True,2025-05-07,True,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
18f05709-c155-429f-9fa8-471f768af994,a297b7d3-6cea-4ed4-b2e6-fc1e2dd90f4a,2025-05-31,False,cristalino,normal,olfatea,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
a9280361-0360-43c1-9eae-d8a6d5009d96,a297b7d3-6cea-4ed4-b2e6-fc1e2dd90f4a,2025-06-25,True,cristalino,alta,olfatea,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
8a5c8db7-d511-42d7-b416-42cfdcfa10e2,a297b7d3-6cea-4ed4-b2e6-fc1e2dd90f4a,2025-07-16,False,cristalino,leve,olfatea,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
2b0b9787-d00a-43e2-a0ba-46ff7bf781be,a297b7d3-6cea-4ed4-b2e6-fc1e2dd90f4a,2025-08-06,True,seco,leve,inquietud,True,2025-08-06,False,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
09cdca18-7d8b-4eb7-8a55-d443d2495fef,a297b7d3-6cea-4ed4-b2e6-fc1e2dd90f4a,2025-08-31,False,cristalino,normal,mugido,True,2025-08-31,True,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
e24f3c49-5678-4bfb-a3d2-4b202c792538,a297b7d3-6cea-4ed4-b2e6-fc1e2dd90f4a,2025-09-21,True,cristalino,normal,mugido,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
85a7aa90-e65c-4e06-b0e8-1f297cf90f5c,a297b7d3-6cea-4ed4-b2e6-fc1e2dd90f4a,2025-10-15,False,seco,alta,olfatea,True,2025-10-15,True,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
9dba3bc3-9cdf-46b9-a128-3d8783e69b0d,a297b7d3-6cea-4ed4-b2e6-fc1e2dd90f4a,2025-11-09,False,seco,alta,mugido,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
b5b224f3-8b4f-490c-96ec-c8247d01e8e2,a297b7d3-6cea-4ed4-b2e6-fc1e2dd90f4a,2025-11-30,False,seco,alta,inquietud,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
373c75bb-5d43-4336-978e-e04276558ed8,2de0f685-50b0-4bd9-a946-d94472e2cd73,2025-01-04,True,cristalino,leve,monta_a_otras,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
693b4f5e-7ae9-45e4-8bc1-8f57278e8c73,2de0f685-50b0-4bd9-a946-d94472e2cd73,2025-01-22,False,cristalino,alta,nerviosismo,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
9e43f8a9-90b9-47a6-a4e7-6c57bf12d834,2de0f685-50b0-4bd9-a946-d94472e2cd73,2025-02-08,True,seco,alta,nerviosismo,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
7acd18dd-c827-4f47-8f53-8abe854a01ae,2de0f685-50b0-4bd9-a946-d94472e2cd73,2025-02-26,True,turbio,normal,lame_genitales,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
db5515a9-65ae-49d2-b7c3-d9e19f076950,2de0f685-50b0-4bd9-a946-d94472e2cd73,2025-03-19,True,cristalino,alta,monta_a_otras,True,2025-03-19,True,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
b30bdc1c-b113-4570-9610-d8a2dd36d05a,2de0f685-50b0-4bd9-a946-d94472e2cd73,2025-04-09,True,turbio,leve,monta_a_otras,True,2025-04-09,True,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
ab0dd458-21d0-4480-9a9e-78a3de329720,2de0f685-50b0-4bd9-a946-d94472e2cd73,2025-04-28,False,cristalino,normal,nerviosismo,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
02cc67ae-dc9c-4ca0-b289-b4864c7b5fb3,2de0f685-50b0-4bd9-a946-d94472e2cd73,2025-05-17,True,turbio,leve,olfatea,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
d8bcd9c6-d186-4ee4-bb1f-c1839908fd9f,2de0f685-50b0-4bd9-a946-d94472e2cd73,2025-06-07,False,turbio,alta,monta_a_otras,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
d3f32def-6180-44d7-8a41-3cf9b0b28e09,2de0f685-50b0-4bd9-a946-d94472e2cd73,2025-06-27,True,cristalino,leve,inquietud,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
e4476326-b7c8-4e71-bf4b-f97a415ffafb,2de0f685-50b0-4bd9-a946-d94472e2cd73,2025-07-16,False,seco,normal,mugido,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
aa2f9783-153c-41e4-a848-bf47e7395ea5,2de0f685-50b0-4bd9-a946-d94472e2cd73,2025-08-04,True,turbio,normal,olfatea,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
5d462b6a-0a06-4696-a201-742f77323374,2de0f685-50b0-4bd9-a946-d94472e2cd73,2025-08-23,True,seco,alta,mugido,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
6a0cc254-1c68-4d5f-908f-09c1c4a8525c,2de0f685-50b0-4bd9-a946-d94472e2cd73,2025-09-11,True,turbio,alta,inquietud,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
08c9cd98-8c48-4fea-9d69-fa08b3628b1e,2de0f685-50b0-4bd9-a946-d94472e2cd73,2025-10-02,True,turbio,normal,monta_a_otras,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
f15c2db7-b427-43d0-94cb-969361021c93,2de0f685-50b0-4bd9-a946-d94472e2cd73,2025-10-21,True,turbio,normal,olfatea,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
5c361452-d786-420e-bb49-2dd930322daa,2de0f685-50b0-4bd9-a946-d94472e2cd73,2025-11-11,False,turbio,leve,olfatea,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
6f915bb6-2bb9-4e51-85df-ee0f5455dd69,2de0f685-50b0-4bd9-a946-d94472e2cd73,2025-11-30,True,turbio,leve,mugido,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
e58b9159-fc66-41cd-8d8a-200ce2c17bd4,796fd4ce-26a5-432b-abe1-b1e4376fc176,2025-02-05,False,cristalino,leve,olfatea,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
2a652dcc-64b7-45b7-9068-cc42820ae450,796fd4ce-26a5-432b-abe1-b1e4376fc176,2025-02-28,False,turbio,alta,lame_genitales,True,2025-02-28,False,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
e96e06b8-fa77-4965-948e-3307b08c29d1,796fd4ce-26a5-432b-abe1-b1e4376fc176,2025-03-22,True,turbio,normal,mugido,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
6f4ec384-967d-4675-b2b9-0bf8c70811df,796fd4ce-26a5-432b-abe1-b1e4376fc176,2025-04-13,True,turbio,alta,nerviosismo,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
1ef5ae18-3339-43ed-8000-5ab1d98bd04f,796fd4ce-26a5-432b-abe1-b1e4376fc176,2025-05-08,True,cristalino,leve,nerviosismo,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
82cae800-87b0-4f7c-96d1-84c0aa278827,796fd4ce-26a5-432b-abe1-b1e4376fc176,2025-06-02,False,turbio,alta,monta_a_otras,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
2377387e-7bf0-475d-b94f-c422ae71d2aa,796fd4ce-26a5-432b-abe1-b1e4376fc176,2025-06-23,False,turbio,leve,olfatea,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
c670a254-7035-4919-bd1d-1ac0e7664165,796fd4ce-26a5-432b-abe1-b1e4376fc176,2025-07-18,False,turbio,alta,monta_a_otras,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
1db36185-3e35-4738-8912-5f0fda1127ed,796fd4ce-26a5-432b-abe1-b1e4376fc176,2025-08-11,True,seco,alta,inquietud,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
7437b876-02bf-4b88-b79c-5c45ead1f5a4,796fd4ce-26a5-432b-abe1-b1e4376fc176,2025-09-02,False,seco,normal,lame_genitales,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
299a0d99-0c4a-42b2-a105-5164e304bf75,796fd4ce-26a5-432b-abe1-b1e4376fc176,2025-09-23,False,cristalino,alta,monta_a_otras,True,2025-09-23,True,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
5e2acd2d-0beb-4a78-82cc-556e61667ac5,796fd4ce-26a5-432b-abe1-b1e4376fc176,2025-10-14,False,turbio,alta,nerviosismo,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
34f96cd9-8c11-4365-ae40-46e97bcca479,796fd4ce-26a5-432b-abe1-b1e4376fc176,2025-11-08,True,turbio,alta,nerviosismo,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
c552ee00-5a27-45db-8c91-6a5c094462d2,796fd4ce-26a5-432b-abe1-b1e4376fc176,2025-11-30,False,turbio,leve,olfatea,True,2025-11-30,True,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
b149456f-08ff-4019-abd6-0399ddb4b113,e6e43f01-b420-417f-ac24-38c80a61c8ca,2025-01-27,False,seco,alta,nerviosismo,True,2025-01-27,True,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
1701461e-cd6f-4b81-9a08-784977876eda,e6e43f01-b420-417f-ac24-38c80a61c8ca,2025-02-18,True,seco,normal,inquietud,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
d982dd84-bdce-4572-b19b-a24360b1a200,e6e43f01-b420-417f-ac24-38c80a61c8ca,2025-03-09,False,seco,leve,olfatea,True,2025-03-09,False,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
c36a78a8-1711-4de5-9e40-003dc47ad6f4,e6e43f01-b420-417f-ac24-38c80a61c8ca,2025-04-01,False,seco,alta,lame_genitales,True,2025-04-01,True,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
cf1ea3e1-bed5-4bf9-a30c-6ba6e1c38015,e6e43f01-b420-417f-ac24-38c80a61c8ca,2025-04-20,False,cristalino,leve,lame_genitales,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
e2a6c7c2-7438-4238-9dea-fb47eb719d86,e6e43f01-b420-417f-ac24-38c80a61c8ca,2025-05-09,True,seco,alta,monta_a_otras,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
ae252a56-7b13-4ca6-a1c6-cab8b1a7dd41,e6e43f01-b420-417f-ac24-38c80a61c8ca,2025-05-30,False,turbio,alta,inquietud,True,2025-05-30,False,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
fc6de654-2b7a-431a-9fb4-f932e2e3b0fc,e6e43f01-b420-417f-ac24-38c80a61c8ca,2025-06-21,True,seco,alta,lame_genitales,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
68ff6b21-6f80-44c1-9ec7-8fca2f479143,e6e43f01-b420-417f-ac24-38c80a61c8ca,2025-07-12,True,turbio,leve,olfatea,False,,,2025-12-15 06:02:56.956017,2025-12-15 06:02:56.956017
