id,cattle_id,event_type,disease_name,medicine_name,application_date,administration_route,next_dose_date,treatment_end_date,dosage,veterinarian_name,notes,created_at,updated_at
c33493dd-7e2e-41ba-887f-5296fcf9df9a,701a4e9f-103d-48e6-9d62-551d412363d2,other,,,2025-04-28,,,,,Dr. García López,Políticas visto actividad yo garcía ambiente trabajo.,2025-12-14 22:33:42.590645,2025-12-14 22:33:42.590645
857009ed-9718-468b-9501-a2a6fba8c701,701a4e9f-103d-48e6-9d62-551d412363d2,treatment,Tuberculosis,Penicilina,2025-11-25,subcutaneous,,,9 ml,Dr. García López,,2025-12-14 22:33:42.590645,2025-12-14 22:33:42.590645
85156473-44b3-4cff-b3a9-261b5b82c3e1,701a4e9f-103d-48e6-9d62-551d412363d2,treatment,Fiebre aftosa,Complejo B,2025-12-10,subcutaneous,,,3 ml,Dr. López González,Posibilidades rey centro iba hija público.,2025-12-14 22:33:42.590645,2025-12-14 22:33:42.590645
04f5ea4c-2372-4de7-8351-a4aaafba3fda,701a4e9f-103d-48e6-9d62-551d412363d2,treatment,Fiebre aftosa,Albendazol,2025-05-31,other,,2025-06-08,8 ml,,,2025-12-14 22:33:42.590645,2025-12-14 22:33:42.590645
c544fe58-0636-4040-986b-e04c28643c89,eaf2ea62-b77e-4b9b-9203-8b26aecef2f4,treatment,Rabia,,2025-06-29,,,2025-07-12,,,Distintas mantener sé dios le.,2025-12-14 22:33:42.590645,2025-12-14 22:33:42.590645
ca0ea7fd-d4f1-4a57-80bc-a8d4d253cb3a,eaf2ea62-b77e-4b9b-9203-8b26aecef2f4,vaccine,,Albendazol,2022-04-30,other,,,9 ml,Dra. Martínez Silva,,2025-12-14 22:33:42.590645,2025-12-14 22:33:42.590645
4a9b0dbf-1ea6-4d23-9e15-c96a86a92b37,d0944a74-88f3-4bcd-962c-60f5615402d2,vaccine,,Vitamina A,2023-05-25,intramuscular,2023-10-08,,6 ml,Dra. Martínez Silva,,2025-12-14 22:33:42.590645,2025-12-14 22:33:42.590645
f00b8698-a815-4514-8857-e05e958432f6,d0944a74-88f3-4bcd-962c-60f5615402d2,treatment,Neumonía,Complejo B,2022-10-10,oral,,2022-11-04,7 ml,Dra. Martínez Silva,,2025-12-14 22:33:42.590645,2025-12-14 22:33:42.590645
a5b1d9da-53b3-43bc-956d-69d72919edb0,96f4cea7-fe7c-414e-9187-4c051d362b49,checkup,,,2025-11-02,,,,,Dra. Hernández Ruiz,Oficial duda unión precisamente ve ambiente otras.,2025-12-14 22:33:42.591649,2025-12-14 22:33:42.591649
2719a81a-bfe7-47e1-bbef-7edb938f5fa0,96f4cea7-fe7c-414e-9187-4c051d362b49,checkup,,,2025-10-07,,,,,,,2025-12-14 22:33:42.591649,2025-12-14 22:33:42.591649
68387e06-45cc-410b-8ada-51a4279b95cc,96f4cea7-fe7c-414e-9187-4c051d362b49,vaccine,,Ivermectina,2025-03-03,topical,2025-05-02,,7 ml,Dra. Martínez Silva,,2025-12-14 22:33:42.591649,2025-12-14 22:33:42.591649
16ee3b62-c5c7-4c3d-afe8-cb65fc9c8330,96f4cea7-fe7c-414e-9187-4c051d362b49,illness,Brucelosis,,2024-10-12,,,,,Dr. López González,,2025-12-14 22:33:42.591649,2025-12-14 22:33:42.591649
90d73f7c-8f1d-46d0-a603-f0ca3ad8739a,885ede42-8c99-4714-838e-d08b90fb331e,treatment,Tuberculosis,Complejo B,2020-08-16,other,,,4 ml,Dr. García López,,2025-12-14 22:33:42.591649,2025-12-14 22:33:42.591649
40ae848f-e212-45f7-9206-5cedf8ecffa6,885ede42-8c99-4714-838e-d08b90fb331e,treatment,Neumonía,Vitamina A,2022-08-12,oral,,2022-08-20,3 ml,,Media unidos existe era cual modo.,2025-12-14 22:33:42.591649,2025-12-14 22:33:42.591649
2771b42b-2dc0-4bf0-a312-140362c4e68d,885ede42-8c99-4714-838e-d08b90fb331e,vaccine,,Vitamina A,2021-03-22,other,,,9 ml,Dr. Rodríguez Pérez,,2025-12-14 22:33:42.591649,2025-12-14 22:33:42.591649
01a1c64d-1767-4a07-a4ff-4855de37e0fa,885ede42-8c99-4714-838e-d08b90fb331e,checkup,,,2022-02-07,,,,,Dra. Hernández Ruiz,,2025-12-14 22:33:42.591649,2025-12-14 22:33:42.591649
c7dcb41f-dc08-44c7-b8e2-8dc56414d470,885ede42-8c99-4714-838e-d08b90fb331e,vaccine,,Vitamina A,2021-04-04,other,2021-05-05,,4 ml,Dr. García López,,2025-12-14 22:33:42.591649,2025-12-14 22:33:42.591649
1dc5d22e-1948-44f9-956b-dcecae7114e0,53cf079b-afc7-44c2-ae57-4bab253b2db0,vaccine,,Penicilina,2024-02-16,subcutaneous,,,1 ml,Dr. López González,Nadie imágenes ciudad visita las.,2025-12-14 22:33:42.591649,2025-12-14 22:33:42.591649
312dbc4b-ab36-410b-95da-a3e1808e8758,53cf079b-afc7-44c2-ae57-4bab253b2db0,treatment,Mastitis,Antiparasitario,2023-12-20,intravenous,,2024-01-16,10 ml,Dr. López González,Cosa fácil sigue programas formación poco naturaleza.,2025-12-14 22:33:42.591649,2025-12-14 22:33:42.591649
cc1fed64-3ca8-4bef-9948-a711bcd04aa4,53cf079b-afc7-44c2-ae57-4bab253b2db0,treatment,Mastitis,Antiparasitario,2025-04-19,intramuscular,,,8 ml,Dra. Hernández Ruiz,Cuarto estilo esos.,2025-12-14 22:33:42.591649,2025-12-14 22:33:42.591649
07b4840a-1ba2-47c8-83ca-2b5cce3e4527,53cf079b-afc7-44c2-ae57-4bab253b2db0,checkup,,,2025-09-09,,,,,Dr. Rodríguez Pérez,,2025-12-14 22:33:42.591649,2025-12-14 22:33:42.591649
308c34d8-71aa-4341-92b2-7e5a3cb64178,28b9a9be-fc58-406b-9691-75d4f1fc9ef0,vaccine,,Oxitetraciclina,2024-03-13,intramuscular,2024-08-13,,2 ml,Dr. García López,Oro voy mil aspectos necesario habría favor.,2025-12-14 22:33:42.591649,2025-12-14 22:33:42.591649
14d9781a-efc6-4849-a81e-b78c7fccd26b,28b9a9be-fc58-406b-9691-75d4f1fc9ef0,vaccine,,Vitamina A,2025-08-26,subcutaneous,2025-11-08,,2 ml,,,2025-12-14 22:33:42.591649,2025-12-14 22:33:42.591649
5a509468-97fc-48f0-865b-9ff9bbb8e0a6,28b9a9be-fc58-406b-9691-75d4f1fc9ef0,vaccine,,Penicilina,2023-08-02,intramuscular,2024-01-05,,5 ml,,Mayoría consecuencia medio plan así cama fiscal.,2025-12-14 22:33:42.591649,2025-12-14 22:33:42.591649
8a769eb3-5ee2-41f6-a0b1-10647208e59d,014a4a38-0732-407c-9d89-b228ae5a9cc7,vaccine,,Vitamina A,2024-05-27,topical,,,2 ml,Dr. García López,,2025-12-14 22:33:42.591649,2025-12-14 22:33:42.591649
fc774edc-c01d-4560-8666-a30b8304da2e,014a4a38-0732-407c-9d89-b228ae5a9cc7,checkup,,,2024-06-14,,,,,Dr. López González,,2025-12-14 22:33:42.591649,2025-12-14 22:33:42.591649
b52f5ca6-5dce-4c1b-83d6-f7444aea644d,014a4a38-0732-407c-9d89-b228ae5a9cc7,checkup,,,2024-12-31,,,,,Dra. Hernández Ruiz,,2025-12-14 22:33:42.591649,2025-12-14 22:33:42.591649
8665b2c0-6873-4eea-a712-2c24f699f43b,a2f820cb-a2d8-4ab0-b001-33c2e3a4dd23,treatment,Neumonía,Albendazol,2025-11-07,oral,,,7 ml,Dra. Martínez Silva,,2025-12-14 22:33:42.591649,2025-12-14 22:33:42.591649
4ac46126-fa68-445f-a85e-03522bdf84a2,a2f820cb-a2d8-4ab0-b001-33c2e3a4dd23,vaccine,,Penicilina,2025-11-04,other,,,2 ml,,,2025-12-14 22:33:42.591649,2025-12-14 22:33:42.591649
9447d892-032f-48eb-be41-2a63b0636558,a2f820cb-a2d8-4ab0-b001-33c2e3a4dd23,checkup,,,2025-11-19,,,,,Dr. Rodríguez Pérez,,2025-12-14 22:33:42.591649,2025-12-14 22:33:42.591649
c72ccf31-0854-4456-b0ff-1b494ed6f881,7ecd7799-15f9-47e9-a2bc-10f7733909bd,vaccine,,Penicilina,2024-09-03,intravenous,,,9 ml,Dra. Hernández Ruiz,Decisión conseguir cuarto tiempo dicho casos bastante.,2025-12-14 22:33:42.591649,2025-12-14 22:33:42.591649
0fe6562e-8f6b-4815-a7a5-f5fea4af6ef1,7ecd7799-15f9-47e9-a2bc-10f7733909bd,vaccine,,Vitamina A,2024-05-16,subcutaneous,,,1 ml,Dr. Rodríguez Pérez,,2025-12-14 22:33:42.591649,2025-12-14 22:33:42.591649
fae77dea-7a33-41d1-94f0-26fd93f3e4f7,7ecd7799-15f9-47e9-a2bc-10f7733909bd,treatment,Tuberculosis,Levamisol,2023-06-11,topical,,,6 ml,Dra. Martínez Silva,,2025-12-14 22:33:42.591649,2025-12-14 22:33:42.591649
05cd6e73-0ace-4dc2-8c6b-437b8160a622,7ecd7799-15f9-47e9-a2bc-10f7733909bd,checkup,,,2021-10-28,,,,,Dr. López González,,2025-12-14 22:33:42.591649,2025-12-14 22:33:42.591649
3d6e0280-0464-4b3f-b644-d0b20d564a7f,ccdeba6e-9d93-421e-baf0-853bbd2aff89,vaccine,,Albendazol,2025-08-02,topical,2026-01-29,,4 ml,Dr. Rodríguez Pérez,Base doctor propios ideas esta nunca español.,2025-12-14 22:33:42.591649,2025-12-14 22:33:42.591649
37fecbce-3dee-45f4-a7e7-8a078c276d99,ccdeba6e-9d93-421e-baf0-853bbd2aff89,surgery,,,2024-09-23,,,,,Dra. Martínez Silva,Mejores c cierto siendo comunidad.,2025-12-14 22:33:42.591649,2025-12-14 22:33:42.591649
d4890a06-4ff6-4223-8e62-f94935314d65,ccdeba6e-9d93-421e-baf0-853bbd2aff89,vaccine,,Oxitetraciclina,2024-10-27,other,2024-12-18,,1 ml,Dr. García López,Consejo encontrar j energía jóvenes silencio república algunos.,2025-12-14 22:33:42.591649,2025-12-14 22:33:42.591649
621729d3-ec85-4094-bd05-a26565a732fb,f355f251-4c90-489c-b6d2-469e9d8d08e5,checkup,,,2024-11-06,,,,,Dra. Hernández Ruiz,,2025-12-14 22:33:42.591649,2025-12-14 22:33:42.591649
cab2f4b1-9629-402f-b3c4-18b2a91c467e,f355f251-4c90-489c-b6d2-469e9d8d08e5,vaccine,,,2024-06-13,,2024-10-29,,,Dr. García López,Visto humanos tampoco hijo premio un.,2025-12-14 22:33:42.591649,2025-12-14 22:33:42.591649
65d3ed9f-2e26-4b89-afef-3ac897a38215,f355f251-4c90-489c-b6d2-469e9d8d08e5,vaccine,,Albendazol,2024-03-16,topical,,,10 ml,Dra. Martínez Silva,,2025-12-14 22:33:42.593158,2025-12-14 22:33:42.593158
c9f36d17-a167-41b6-ab49-8bb250907730,f355f251-4c90-489c-b6d2-469e9d8d08e5,checkup,,,2024-03-29,,,,,Dr. García López,Sistemas elementos metros fuego sur plazo por.,2025-12-14 22:33:42.593158,2025-12-14 22:33:42.593158
acd87b1a-dfae-4a30-a0d3-2a8e31440579,a5b4b781-d88f-4396-8b68-7dfa2eb77a0d,vaccine,,Antiparasitario,2024-04-26,other,2024-06-19,,8 ml,Dr. García López,,2025-12-14 22:33:42.593158,2025-12-14 22:33:42.593158
831fb82e-8e26-4087-b2b8-53b20f8c9265,a5b4b781-d88f-4396-8b68-7dfa2eb77a0d,vaccine,,Complejo B,2023-06-05,oral,,,7 ml,Dra. Hernández Ruiz,,2025-12-14 22:33:42.593319,2025-12-14 22:33:42.593319
57751585-edb2-4e0e-88df-7b51c3857b48,859b6cd4-40a8-4dba-9b6e-684370316812,illness,Dermatitis,,2024-05-31,,,,,Dra. Martínez Silva,Aquel tomar formas partes armas da.,2025-12-14 22:33:42.593319,2025-12-14 22:33:42.593319
b29cb353-2749-4c60-b822-6f7bca9a9711,859b6cd4-40a8-4dba-9b6e-684370316812,treatment,Rabia,Oxitetraciclina,2025-06-10,intravenous,,,9 ml,Dra. Martínez Silva,,2025-12-14 22:33:42.593319,2025-12-14 22:33:42.593319
38624817-fd2e-4e76-8a67-c7f3273133b6,859b6cd4-40a8-4dba-9b6e-684370316812,checkup,,,2024-09-11,,,,,Dr. García López,Te nada vía piel así.,2025-12-14 22:33:42.593319,2025-12-14 22:33:42.593319
4a75e040-ee4c-4b2c-824d-d0979b506d4e,859b6cd4-40a8-4dba-9b6e-684370316812,checkup,,,2025-12-08,,,,,Dra. Hernández Ruiz,,2025-12-14 22:33:42.593319,2025-12-14 22:33:42.593319
9665d23e-145f-4251-b36a-80a16dad2f60,859b6cd4-40a8-4dba-9b6e-684370316812,vaccine,,Penicilina,2022-04-21,topical,,,3 ml,Dr. López González,Nuevo dijo explicó ello.,2025-12-14 22:33:42.593319,2025-12-14 22:33:42.593319
3e5c0c83-55eb-45ed-aee1-4eab35267c8c,e8994c8f-ef74-48e0-aac0-e8e98c21935a,vaccine,,Antiparasitario,2023-10-01,intravenous,2024-03-14,,5 ml,Dra. Martínez Silva,,2025-12-14 22:33:42.593319,2025-12-14 22:33:42.593319
3d43cfa1-3a44-4b6c-aff6-493ee52f6a5f,e8994c8f-ef74-48e0-aac0-e8e98c21935a,injury,,,2019-09-21,,,,,Dra. Hernández Ruiz,,2025-12-14 22:33:42.593319,2025-12-14 22:33:42.593319
19e240f2-56cd-4371-8418-4756d5bbf995,8dbe68d3-0fb5-4194-8387-f2902590d0e9,vaccine,,Levamisol,2024-06-23,intravenous,,,1 ml,Dr. López González,,2025-12-14 22:33:42.593319,2025-12-14 22:33:42.593319
f969cdb7-af87-4f79-8213-8040a18e29bc,8dbe68d3-0fb5-4194-8387-f2902590d0e9,treatment,Parasitosis,Oxitetraciclina,2023-09-26,other,,2023-10-21,9 ml,Dra. Martínez Silva,,2025-12-14 22:33:42.593319,2025-12-14 22:33:42.593319
8ca6a103-c040-4ddc-9482-d438d98ba49c,8dbe68d3-0fb5-4194-8387-f2902590d0e9,treatment,Dermatitis,Vitamina A,2025-08-03,intravenous,,2025-08-31,3 ml,,Precio distintas entrada aquí.,2025-12-14 22:33:42.594168,2025-12-14 22:33:42.594168
52c5f1e0-2626-40e6-8ca4-12cb7b1812d9,8dbe68d3-0fb5-4194-8387-f2902590d0e9,treatment,Fiebre aftosa,Oxitetraciclina,2024-07-30,oral,,2024-08-25,4 ml,Dra. Martínez Silva,,2025-12-14 22:33:42.594168,2025-12-14 22:33:42.594168
1765c8f2-5388-4742-a63b-8e7e2f6fc302,658ce8b2-a1c1-4ebd-87e8-1732d3342319,treatment,Diarrea,Oxitetraciclina,2024-02-07,intravenous,,2024-03-02,7 ml,Dr. López González,,2025-12-14 22:33:42.594168,2025-12-14 22:33:42.594168
72853f74-4d0b-4c73-aa29-c9f01ae3af3b,658ce8b2-a1c1-4ebd-87e8-1732d3342319,treatment,Rabia,Vitamina A,2025-11-28,intramuscular,,2025-12-24,7 ml,Dra. Hernández Ruiz,,2025-12-14 22:33:42.594168,2025-12-14 22:33:42.594168
fe79980a-3e40-4f8c-ab54-84a51616a365,658ce8b2-a1c1-4ebd-87e8-1732d3342319,treatment,Dermatitis,Penicilina,2025-02-19,intramuscular,,,10 ml,,Esto más obstante proyecto.,2025-12-14 22:33:42.594168,2025-12-14 22:33:42.594168
817e0994-20d6-42c1-a3ea-76d85400116f,658ce8b2-a1c1-4ebd-87e8-1732d3342319,treatment,Parasitosis,Penicilina,2024-06-17,intravenous,,2024-07-05,8 ml,Dra. Martínez Silva,,2025-12-14 22:33:42.594168,2025-12-14 22:33:42.594168
d05dd424-8a8a-4cc9-907e-3df300f73bde,658ce8b2-a1c1-4ebd-87e8-1732d3342319,vaccine,,,2024-03-19,,2024-04-20,,,,,2025-12-14 22:33:42.594168,2025-12-14 22:33:42.594168
fe562250-3c17-4b0b-a837-d33e475669e6,8817ed8d-5c5b-46f9-b439-163759e7e370,treatment,Rabia,,2024-03-05,,,,,Dr. García López,,2025-12-14 22:33:42.594168,2025-12-14 22:33:42.594168
296ecbc1-53b0-4e37-9b25-e3218f883069,8817ed8d-5c5b-46f9-b439-163759e7e370,vaccine,,Albendazol,2023-02-03,other,2023-07-29,,8 ml,Dra. Martínez Silva,Del enero j próximo sino fueron.,2025-12-14 22:33:42.594168,2025-12-14 22:33:42.594168
dc9f7115-1437-4320-a03e-679f68707131,c483f7fc-c536-4b16-8615-988a8c0cbd4c,checkup,,,2024-08-22,,,,,Dr. López González,,2025-12-14 22:33:42.594168,2025-12-14 22:33:42.594168
e891a4f2-d614-4d54-9048-9b0ef044acb4,c483f7fc-c536-4b16-8615-988a8c0cbd4c,vaccine,,Levamisol,2023-04-20,intramuscular,2023-09-25,,3 ml,,Ante energía tales lejos éxito.,2025-12-14 22:33:42.594168,2025-12-14 22:33:42.594168
9a0dc826-583c-47d6-b96e-26e4d0f09c04,7dea26c7-bb3b-41c8-bad1-6ee973fe2d46,treatment,Rabia,Levamisol,2025-10-21,other,,2025-11-12,1 ml,Dr. López González,,2025-12-14 22:33:42.594168,2025-12-14 22:33:42.594168
5e545a58-0671-408e-a646-e03eecf9805f,7dea26c7-bb3b-41c8-bad1-6ee973fe2d46,vaccine,,Complejo B,2025-12-02,intramuscular,2026-03-04,,10 ml,,,2025-12-14 22:33:42.594168,2025-12-14 22:33:42.594168
27ea7dbe-b16d-48ce-8337-5407216952b0,7dea26c7-bb3b-41c8-bad1-6ee973fe2d46,vaccine,,Levamisol,2025-11-09,oral,,,4 ml,,,2025-12-14 22:33:42.594168,2025-12-14 22:33:42.594168
9b42dfa1-d4b1-424f-a9d2-643b96eebcf9,7dea26c7-bb3b-41c8-bad1-6ee973fe2d46,treatment,Brucelosis,Complejo B,2025-11-20,oral,,,10 ml,,,2025-12-14 22:33:42.594168,2025-12-14 22:33:42.594168
9a894014-01ad-4617-839a-82d8f8f93db4,f26b02f2-106a-4ef4-a1a5-21a21a055945,checkup,,,2024-02-22,,,,,Dr. López González,Visita pueda corazón entrar.,2025-12-14 22:33:42.594168,2025-12-14 22:33:42.594168
93f4f434-3f10-48a7-bd36-f1173344b7dd,f26b02f2-106a-4ef4-a1a5-21a21a055945,surgery,,,2025-02-10,,,,,Dra. Hernández Ruiz,,2025-12-14 22:33:42.594168,2025-12-14 22:33:42.594168
fb9a55ea-389e-458b-bd73-8f479bcb725d,f26b02f2-106a-4ef4-a1a5-21a21a055945,treatment,Parasitosis,Antiparasitario,2025-12-08,intramuscular,,,10 ml,Dra. Martínez Silva,Sur tú cosas francia libros comunicación.,2025-12-14 22:33:42.595179,2025-12-14 22:33:42.595179
a3cb0176-86c2-4a78-be50-8dc7e717c828,f26b02f2-106a-4ef4-a1a5-21a21a055945,treatment,Diarrea,Complejo B,2024-01-12,other,,2024-02-09,7 ml,Dra. Martínez Silva,Juego haber días luis habrá haciendo alrededor.,2025-12-14 22:33:42.595179,2025-12-14 22:33:42.595179
42bc722f-44ab-4b26-b80c-6d0b8acc6e50,b8b51796-cd01-4fbd-86ad-08f5664195d5,checkup,,,2021-10-16,,,,,Dr. López González,,2025-12-14 22:33:42.595179,2025-12-14 22:33:42.595179
f89a1e07-05d3-4bea-bb4b-23e4161563df,b8b51796-cd01-4fbd-86ad-08f5664195d5,injury,,,2024-06-28,,,,,Dra. Martínez Silva,,2025-12-14 22:33:42.595179,2025-12-14 22:33:42.595179
e2751c34-f6fa-4069-b4ac-d36b6b2fd544,b8b51796-cd01-4fbd-86ad-08f5664195d5,vaccine,,Ivermectina,2023-05-14,intravenous,,,6 ml,Dr. Rodríguez Pérez,,2025-12-14 22:33:42.595179,2025-12-14 22:33:42.595179
bc5799fc-cb6e-43eb-8bad-f0d47a031264,b8b51796-cd01-4fbd-86ad-08f5664195d5,illness,Rabia,,2024-10-17,,,,,Dra. Martínez Silva,,2025-12-14 22:33:42.595179,2025-12-14 22:33:42.595179
36e0ba07-f097-4243-a565-654041197df1,11eec3b5-9a89-47d5-9806-15cfdc0595d2,vaccine,,Ivermectina,2024-07-06,subcutaneous,2024-10-27,,6 ml,Dr. López González,,2025-12-14 22:33:42.595179,2025-12-14 22:33:42.595179
3473d6ff-1b4c-40b7-82e7-850571808d3d,11eec3b5-9a89-47d5-9806-15cfdc0595d2,vaccine,,Penicilina,2025-07-06,intravenous,,,8 ml,Dra. Hernández Ruiz,,2025-12-14 22:33:42.595179,2025-12-14 22:33:42.595179
eed8e96e-bf06-4ed3-a513-e9fef5cce302,11eec3b5-9a89-47d5-9806-15cfdc0595d2,vaccine,,Antiparasitario,2025-02-01,subcutaneous,2025-07-24,,2 ml,Dra. Hernández Ruiz,,2025-12-14 22:33:42.595179,2025-12-14 22:33:42.595179
600779c2-439d-4a66-b053-944f6c249394,11eec3b5-9a89-47d5-9806-15cfdc0595d2,vaccine,,Albendazol,2024-11-02,topical,,,5 ml,,,2025-12-14 22:33:42.595179,2025-12-14 22:33:42.595179
ce32b199-20f7-4a01-99dd-2482ba38419e,8b07b905-b249-4921-b1c3-105db1d4d606,vaccine,,Vitamina A,2025-04-18,subcutaneous,,,5 ml,Dr. López González,Al empresas estaba siete tener nacional gente.,2025-12-14 22:33:42.595179,2025-12-14 22:33:42.595179
8716b560-5eaa-4017-beda-c9e392250cf9,8b07b905-b249-4921-b1c3-105db1d4d606,checkup,,,2025-07-18,,,,,Dr. García López,,2025-12-14 22:33:42.595179,2025-12-14 22:33:42.595179
1f39962b-711a-45cf-8b42-0b6852d11b50,8b07b905-b249-4921-b1c3-105db1d4d606,treatment,Mastitis,Penicilina,2025-11-24,topical,,2025-12-20,1 ml,Dra. Martínez Silva,,2025-12-14 22:33:42.595179,2025-12-14 22:33:42.595179
c163f200-e085-4401-9bff-92e696a0020d,8b07b905-b249-4921-b1c3-105db1d4d606,checkup,,,2025-06-18,,,,,Dr. López González,,2025-12-14 22:33:42.595179,2025-12-14 22:33:42.595179
7b3cc6f6-4d33-47d5-9008-8f2eeaaffbc7,8b07b905-b249-4921-b1c3-105db1d4d606,treatment,Fiebre aftosa,,2025-11-28,,,,,Dra. Martínez Silva,Cómo necesario situación mantener.,2025-12-14 22:33:42.595179,2025-12-14 22:33:42.595179
7782dd3a-bbd0-426d-9842-5bf7e223f400,514bc8cd-4a30-4b7c-8faf-1c1e4e5ff30e,surgery,,,2024-03-31,,,,,,,2025-12-14 22:33:42.595179,2025-12-14 22:33:42.595179
7292688c-6def-47e7-960c-40f009a21e80,514bc8cd-4a30-4b7c-8faf-1c1e4e5ff30e,treatment,Dermatitis,Albendazol,2024-11-28,oral,,,10 ml,Dr. García López,,2025-12-14 22:33:42.595179,2025-12-14 22:33:42.595179
c4315daf-2be8-469e-9ee2-a5a74436d00b,514bc8cd-4a30-4b7c-8faf-1c1e4e5ff30e,checkup,,,2025-09-02,,,,,Dr. López González,,2025-12-14 22:33:42.595179,2025-12-14 22:33:42.595179
565d712b-739b-4f45-9e64-c41c467d9054,514bc8cd-4a30-4b7c-8faf-1c1e4e5ff30e,vaccine,,Albendazol,2021-10-10,topical,,,10 ml,Dra. Martínez Silva,,2025-12-14 22:33:42.595179,2025-12-14 22:33:42.595179
2fb00cd3-5a5d-4233-9b01-61095c64210f,6312b1a0-52c8-4965-95a4-60e224c71f65,checkup,,,2025-12-03,,,,,Dra. Hernández Ruiz,Paz vio mirada importantes televisión cual iba.,2025-12-14 22:33:42.595179,2025-12-14 22:33:42.595179
c4732338-34c3-4f92-a8f5-aa54d5433690,6312b1a0-52c8-4965-95a4-60e224c71f65,illness,Dermatitis,,2025-03-03,,,,,Dr. García López,,2025-12-14 22:33:42.595179,2025-12-14 22:33:42.595179
