id,owner_id,name,lote,breed,gender,birth_date,weight,fecha_ultimo_parto,created_at,updated_at
01c1749f-6efc-40a8-925d-4bee5edcb869,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Estrella 29,L1028,Brahman,male,2019-04-19,310.54,,2025-12-14 22:33:42.586137,2025-12-14 22:33:42.586137
701a4e9f-103d-48e6-9d62-551d412363d2,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Rosa 30,L1029,Brahman,female,2025-03-15,635.81,,2025-12-14 22:33:42.586137,2025-12-14 22:33:42.586137
eaf2ea62-b77e-4b9b-9203-8b26aecef2f4,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Estrella 31,L1030,Simmental,female,2021-12-03,312.92,2024-03-12,2025-12-14 22:33:42.586137,2025-12-14 22:33:42.586137
d0944a74-88f3-4bcd-962c-60f5615402d2,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Negra 32,L1031,Hereford,female,2022-07-21,615.63,2025-05-18,2025-12-14 22:33:42.586137,2025-12-14 22:33:42.586137
96f4cea7-fe7c-414e-9187-4c051d362b49,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Estrella 33,L1032,Brangus,male,2024-08-09,,,2025-12-14 22:33:42.586137,2025-12-14 22:33:42.586137
885ede42-8c99-4714-838e-d08b90fb331e,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Bonita 34,L1033,Brangus,male,2019-03-28,411.95,,2025-12-14 22:33:42.586137,2025-12-14 22:33:42.586137
53cf079b-afc7-44c2-ae57-4bab253b2db0,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Rey 35,L1034,Limousin,male,2023-11-14,436.47,,2025-12-14 22:33:42.586137,2025-12-14 22:33:42.586137
28b9a9be-fc58-406b-9691-75d4f1fc9ef0,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Estrella 36,L1035,Angus,male,2020-05-29,522.45,,2025-12-14 22:33:42.586137,2025-12-14 22:33:42.586137
014a4a38-0732-407c-9d89-b228ae5a9cc7,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Bonita 37,L1036,Simmental,male,2023-08-27,457.57,,2025-12-14 22:33:42.586137,2025-12-14 22:33:42.586137
a2f820cb-a2d8-4ab0-b001-33c2e3a4dd23,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Bonita 38,L1037,Brangus,female,2025-09-23,614.6,,2025-12-14 22:33:42.586137,2025-12-14 22:33:42.586137
7ecd7799-15f9-47e9-a2bc-10f7733909bd,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Rey 39,L1038,Charolais,male,2021-08-07,422.54,,2025-12-14 22:33:42.586137,2025-12-14 22:33:42.586137
ccdeba6e-9d93-421e-baf0-853bbd2aff89,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Príncipe 40,L1039,Angus,female,2022-10-13,,,2025-12-14 22:33:42.586137,2025-12-14 22:33:42.586137
f355f251-4c90-489c-b6d2-469e9d8d08e5,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Príncipe 41,L1040,Brahman,male,2024-02-04,274.08,,2025-12-14 22:33:42.586137,2025-12-14 22:33:42.586137
a5b4b781-d88f-4396-8b68-7dfa2eb77a0d,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Negra 42,L1041,Hereford,female,2022-07-30,292.49,2025-07-02,2025-12-14 22:33:42.587137,2025-12-14 22:33:42.587137
859b6cd4-40a8-4dba-9b6e-684370316812,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Negra 43,L1042,Limousin,female,2020-09-05,256.18,,2025-12-14 22:33:42.587137,2025-12-14 22:33:42.587137
e8994c8f-ef74-48e0-aac0-e8e98c21935a,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Colorada 44,L1043,Charolais,female,2019-08-11,,2023-07-21,2025-12-14 22:33:42.587137,2025-12-14 22:33:42.587137
8dbe68d3-0fb5-4194-8387-f2902590d0e9,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Estrella 45,L1044,Gelbvieh,male,2023-08-13,466.97,,2025-12-14 22:33:42.587137,2025-12-14 22:33:42.587137
658ce8b2-a1c1-4ebd-87e8-1732d3342319,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Colorada 46,L1045,Gelbvieh,female,2022-12-16,305.11,,2025-12-14 22:33:42.587137,2025-12-14 22:33:42.587137
8817ed8d-5c5b-46f9-b439-163759e7e370,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Príncipe 47,L1046,Angus,male,2021-10-02,510.68,,2025-12-14 22:33:42.587137,2025-12-14 22:33:42.587137
c483f7fc-c536-4b16-8615-988a8c0cbd4c,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Manchada 48,L1047,Brangus,male,2022-12-30,560.37,,2025-12-14 22:33:42.587137,2025-12-14 22:33:42.587137
7dea26c7-bb3b-41c8-bad1-6ee973fe2d46,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Luna 49,L1048,Gelbvieh,female,2025-05-18,426.76,,2025-12-14 22:33:42.587137,2025-12-14 22:33:42.587137
f26b02f2-106a-4ef4-a1a5-21a21a055945,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Toro 50,L1049,Beefmaster,male,2023-06-16,,,2025-12-14 22:33:42.587137,2025-12-14 22:33:42.587137
b8b51796-cd01-4fbd-86ad-08f5664195d5,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Toro 51,L1050,Gelbvieh,male,2021-06-27,548.1,,2025-12-14 22:33:42.587137,2025-12-14 22:33:42.587137
11eec3b5-9a89-47d5-9806-15cfdc0595d2,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Paloma 52,L1051,Simmental,female,2024-03-31,,,2025-12-14 22:33:42.587137,2025-12-14 22:33:42.587137
8b07b905-b249-4921-b1c3-105db1d4d606,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Blanca 53,L1052,Gelbvieh,female,2025-03-12,369.21,,2025-12-14 22:33:42.587137,2025-12-14 22:33:42.587137
514bc8cd-4a30-4b7c-8faf-1c1e4e5ff30e,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Colorada 54,L1053,Limousin,female,2021-05-27,481.7,,2025-12-14 22:33:42.587137,2025-12-14 22:33:42.587137
6312b1a0-52c8-4965-95a4-60e224c71f65,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Toro 55,L1054,Limousin,female,2018-01-02,288.23,2024-01-26,2025-12-14 22:33:42.587137,2025-12-14 22:33:42.587137
76c37947-4cb4-476f-92ac-6580ec8cbf35,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Paloma 56,L1055,Beefmaster,female,2020-06-29,630.25,2022-12-26,2025-12-14 22:33:42.587137,2025-12-14 22:33:42.587137
8e67b465-17ae-493f-a96e-7850233aa70e,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Colorada 57,L1056,Brahman,female,2024-02-05,419.48,,2025-12-14 22:33:42.587137,2025-12-14 22:33:42.587137
f2edac88-0b5b-4a3f-ac3f-3cd397f076ac,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Bella 58,L1057,Gelbvieh,male,2019-12-26,301.74,,2025-12-14 22:33:42.587137,2025-12-14 22:33:42.587137
297e424c-9dc5-4bf7-9f37-1d8d69a5b6e4,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Rosa 59,L1058,Gelbvieh,female,2021-04-25,,,2025-12-14 22:33:42.587137,2025-12-14 22:33:42.587137
096e7744-c8e3-4a37-8066-685d7dfe5175,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Colorada 60,L1059,Gelbvieh,female,2021-09-02,498.4,2024-07-27,2025-12-14 22:33:42.587137,2025-12-14 22:33:42.587137
acc78b9f-04dd-4b46-a602-85e323e316e5,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Colorada 61,L1060,Brahman,female,2018-02-05,,2022-03-11,2025-12-14 22:33:42.587137,2025-12-14 22:33:42.587137
2801faab-8cd7-4cf1-9241-15baae5b3735,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Paloma 62,L1061,Brahman,male,2020-04-29,562.06,,2025-12-14 22:33:42.587137,2025-12-14 22:33:42.587137
b5892884-2f4a-438c-a176-1c7b3ed2e139,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Negra 63,L1062,Holstein,female,2018-05-13,297.6,2020-09-30,2025-12-14 22:33:42.587137,2025-12-14 22:33:42.587137
f0036a1a-2c14-48f5-9c35-2f9a54dbf7cf,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Rey 64,L1063,Brangus,female,2022-01-16,267.8,,2025-12-14 22:33:42.587137,2025-12-14 22:33:42.587137
f08a7975-e861-450e-95e6-2a078ea36889,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Manchada 65,L1064,Limousin,female,2023-02-07,,,2025-12-14 22:33:42.587137,2025-12-14 22:33:42.587137
28bfd077-9861-4477-b93e-605c2f25761d,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Toro 66,L1065,Brangus,male,2023-09-24,,,2025-12-14 22:33:42.587137,2025-12-14 22:33:42.587137
58d03dda-c4fe-4af5-a0d5-ac093e3083b4,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Estrella 67,L1066,Charolais,female,2018-09-11,618.12,,2025-12-14 22:33:42.588136,2025-12-14 22:33:42.588136
d396f3c4-7ef2-48e7-9cf5-a8cf8472581c,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Colorada 68,L1067,Hereford,female,2018-06-09,550.52,2025-09-24,2025-12-14 22:33:42.588136,2025-12-14 22:33:42.588136
d1d3ebba-7e44-4617-ab87-c95cd6ee64b1,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Bella 69,L1068,Hereford,female,2020-09-07,482.06,2022-10-22,2025-12-14 22:33:42.588136,2025-12-14 22:33:42.588136
d4370f57-0747-4396-acf3-74f9d8c8b7b6,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Rosa 70,L1069,Holstein,male,2018-11-03,311.1,,2025-12-14 22:33:42.588136,2025-12-14 22:33:42.588136
c4e20713-b121-428f-ab92-64bbc91cf021,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Colorada 71,L1070,Brahman,female,2018-11-24,250.06,2023-05-04,2025-12-14 22:33:42.588136,2025-12-14 22:33:42.588136
c2e2f531-44ae-4118-be3c-01f531f684fb,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Negra 72,L1071,Brahman,male,2021-03-21,521.95,,2025-12-14 22:33:42.588136,2025-12-14 22:33:42.588136
836f3144-d8cd-4f33-8638-1de51165072a,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Toro 73,L1072,Brangus,male,2022-10-04,591.83,,2025-12-14 22:33:42.588136,2025-12-14 22:33:42.588136
d55a6a16-1c93-4d74-93ed-ed68afcde4e0,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Bonita 74,L1073,Limousin,female,2019-06-11,503.55,,2025-12-14 22:33:42.588136,2025-12-14 22:33:42.588136
25a87b12-7b05-4d56-a618-33b8697cc305,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Rosa 75,L1074,Holstein,male,2020-07-04,609.25,,2025-12-14 22:33:42.588136,2025-12-14 22:33:42.588136
bb252b08-98dd-4e6d-bdca-b08e77137ff6,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Bravo 76,L1075,Brangus,male,2019-04-09,261.81,,2025-12-14 22:33:42.588136,2025-12-14 22:33:42.588136
55377a5c-66b6-4d94-bfa7-8d30f168e60c,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Blanca 77,L1076,Gelbvieh,female,2019-07-26,,2024-05-01,2025-12-14 22:33:42.588136,2025-12-14 22:33:42.588136
c1d4657c-67e4-407c-9dfe-c1f4277d218c,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Bravo 78,L1077,Hereford,male,2022-06-11,420.89,,2025-12-14 22:33:42.588136,2025-12-14 22:33:42.588136
af9ec04f-ff57-4861-a1f9-bdb6d603661b,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Rosa 79,L1078,Simmental,female,2020-02-25,630.0,2025-07-20,2025-12-14 22:33:42.588639,2025-12-14 22:33:42.588639
c11a6782-c667-4196-9afa-2411ef97c102,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Estrella 80,L1079,Limousin,male,2020-02-18,513.38,,2025-12-14 22:33:42.588639,2025-12-14 22:33:42.588639
66377d74-2591-4f32-8ba0-53a409b54b87,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Blanca 81,L1080,Brahman,male,2018-05-15,349.14,,2025-12-14 22:33:42.588639,2025-12-14 22:33:42.588639
b493b4d8-c5e7-4aee-b093-40b74a642975,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Luna 82,L1081,Limousin,female,2023-09-11,576.83,2025-09-14,2025-12-14 22:33:42.588639,2025-12-14 22:33:42.588639
9ca2bc52-6813-4f96-affc-8fe295c33faa,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Paloma 83,L1082,Hereford,male,2018-09-13,635.91,,2025-12-14 22:33:42.588639,2025-12-14 22:33:42.588639
9340d3ed-ba56-413a-8e35-48fead3647b8,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Manchada 84,L1083,Charolais,male,2021-04-03,,,2025-12-14 22:33:42.588639,2025-12-14 22:33:42.588639
9ff76a45-328d-468a-942f-15e2b018431b,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Toro 85,L1084,Charolais,female,2018-06-03,,2025-08-17,2025-12-14 22:33:42.588639,2025-12-14 22:33:42.588639
8c0050e4-a0ed-43de-9e9f-07a64dd7c52b,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Bonita 86,L1085,Brangus,male,2022-02-12,532.57,,2025-12-14 22:33:42.588639,2025-12-14 22:33:42.588639
0f7fe30b-4bdc-4c7b-9d51-e699bdcd6dea,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Manchada 87,L1086,Simmental,female,2021-03-14,330.86,2024-06-18,2025-12-14 22:33:42.588639,2025-12-14 22:33:42.588639
06be3117-d594-4452-8417-290858b06e06,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Manchada 88,L1087,Gelbvieh,female,2020-09-19,510.62,,2025-12-14 22:33:42.588639,2025-12-14 22:33:42.588639
468c8ff4-2a1a-4845-80fd-6ab84defa314,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Rey 89,L1088,Brangus,male,2024-12-26,570.54,,2025-12-14 22:33:42.588639,2025-12-14 22:33:42.588639
eaa900f9-8926-4916-afe6-8b9ede5cc66b,64fa55e3-8ed6-4456-bf8c-0857ba07f6f1,Príncipe 90,L1089,Hereford,male,2021-11-27,269.59,,2025-12-14 22:33:42.588639,2025-12-14 22:33:42.588639
